codepoint,character,unicode_name,category,occurrence_count,resource_classes,is_han,is_ascii,is_kana,is_punctuation,is_symbol,selector_requirement
U+300D,」,RIGHT CORNER BRACKET,Pe,328,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG,NO,NO,NO,YES,NO,UNKNOWN / UNION_REQUIRED
U+300E,『,LEFT WHITE CORNER BRACKET,Ps,1818,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG,NO,NO,NO,YES,NO,UNKNOWN / UNION_REQUIRED
U+300F,』,RIGHT WHITE CORNER BRACKET,Pe,1818,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG,NO,NO,NO,YES,NO,UNKNOWN / UNION_REQUIRED
U+3010,【,LEFT BLACK LENTICULAR BRACKET,Ps,1559,LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG,NO,NO,NO,YES,NO,UNKNOWN / UNION_REQUIRED
U+3011,】,RIGHT BLACK LENTICULAR BRACKET,Pe,1559,LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG,NO,NO,NO,YES,NO,UNKNOWN / UNION_REQUIRED
U+3044,い,HIRAGANA LETTER I,Lo,1,STAGEDAT_OLANG,NO,NO,YES,NO,NO,UNKNOWN / UNION_REQUIRED
U+3060,だ,HIRAGANA LETTER DA,Lo,1,STAGEDAT_OLANG,NO,NO,YES,NO,NO,UNKNOWN / UNION_REQUIRED
U+306F,は,HIRAGANA LETTER HA,Lo,1,STAGEDAT_OLANG,NO,NO,YES,NO,NO,UNKNOWN / UNION_REQUIRED
U+3089,ら,HIRAGANA LETTER RA,Lo,1,STAGEDAT_OLANG,NO,NO,YES,NO,NO,UNKNOWN / UNION_REQUIRED
U+30A2,ア,KATAKANA LETTER A,Lo,10,SLOT_OLANG | STAGEDAT_OLANG,NO,NO,YES,NO,NO,UNKNOWN / UNION_REQUIRED
U+30A4,イ,KATAKANA LETTER I,Lo,8,SLOT_OLANG | STAGEDAT_OLANG,NO,NO,YES,NO,NO,UNKNOWN / UNION_REQUIRED
U+30A7,ェ,KATAKANA LETTER SMALL E,Lo,1,STAGEDAT_OLANG,NO,NO,YES,NO,NO,UNKNOWN / UNION_REQUIRED
U+30AD,キ,KATAKANA LETTER KI,Lo,1,STAGEDAT_OLANG,NO,NO,YES,NO,NO,UNKNOWN / UNION_REQUIRED
U+30AF,ク,KATAKANA LETTER KU,Lo,10,SLOT_OLANG | STAGEDAT_OLANG,NO,NO,YES,NO,NO,UNKNOWN / UNION_REQUIRED
U+30B5,サ,KATAKANA LETTER SA,Lo,8,SLOT_OLANG | STAGEDAT_OLANG,NO,NO,YES,NO,NO,UNKNOWN / UNION_REQUIRED
U+30B9,ス,KATAKANA LETTER SU,Lo,10,SLOT_OLANG | STAGEDAT_OLANG,NO,NO,YES,NO,NO,UNKNOWN / UNION_REQUIRED
U+30C3,ッ,KATAKANA LETTER SMALL TU,Lo,10,SLOT_OLANG | STAGEDAT_OLANG,NO,NO,YES,NO,NO,UNKNOWN / UNION_REQUIRED
U+30D0,バ,KATAKANA LETTER BA,Lo,16,SLOT_OLANG | STAGEDAT_OLANG,NO,NO,YES,NO,NO,UNKNOWN / UNION_REQUIRED
U+30EB,ル,KATAKANA LETTER RU,Lo,8,SLOT_OLANG | STAGEDAT_OLANG,NO,NO,YES,NO,NO,UNKNOWN / UNION_REQUIRED
U+30FB,・,KATAKANA MIDDLE DOT,Po,793,LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG,NO,NO,YES,YES,NO,UNKNOWN / UNION_REQUIRED
U+30FC,ー,KATAKANA-HIRAGANA PROLONGED SOUND MARK,Lm,132,SLOT_OLANG | STAGEDAT_OLANG,NO,NO,YES,NO,NO,UNKNOWN / UNION_REQUIRED
U+4E00,一,CJK UNIFIED IDEOGRAPH-4E00,Lo,4867,BRIEFING_NBE | LOOSE_OLANG | OHD | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+4E01,丁,CJK UNIFIED IDEOGRAPH-4E01,Lo,6,BRIEFING_NBE | SLOT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+4E03,七,CJK UNIFIED IDEOGRAPH-4E03,Lo,3,BRIEFING_NBE | STAGEDAT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+4E07,万,CJK UNIFIED IDEOGRAPH-4E07,Lo,28,BRIEFING_NBE | SLOT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+4E08,丈,CJK UNIFIED IDEOGRAPH-4E08,Lo,1,BRIEFING_NBE,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+4E09,三,CJK UNIFIED IDEOGRAPH-4E09,Lo,197,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+4E0A,上,CJK UNIFIED IDEOGRAPH-4E0A,Lo,2191,BRIEFING_NBE | LOOSE_OLANG | OHD | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+4E0B,下,CJK UNIFIED IDEOGRAPH-4E0B,Lo,3012,BRIEFING_NBE | LOOSE_OLANG | OHD | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+4E0D,不,CJK UNIFIED IDEOGRAPH-4E0D,Lo,7417,BRIEFING_NBE | LOOSE_OLANG | OHD | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+4E0E,与,CJK UNIFIED IDEOGRAPH-4E0E,Lo,1003,BRIEFING_NBE | LOOSE_OLANG | OHD | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+4E13,专,CJK UNIFIED IDEOGRAPH-4E13,Lo,291,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+4E14,且,CJK UNIFIED IDEOGRAPH-4E14,Lo,217,BRIEFING_NBE | SLOT_OLANG | STAGEDAT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+4E16,世,CJK UNIFIED IDEOGRAPH-4E16,Lo,286,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+4E1A,业,CJK UNIFIED IDEOGRAPH-4E1A,Lo,51,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+4E1B,丛,CJK UNIFIED IDEOGRAPH-4E1B,Lo,189,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+4E1C,东,CJK UNIFIED IDEOGRAPH-4E1C,Lo,1252,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+4E1D,丝,CJK UNIFIED IDEOGRAPH-4E1D,Lo,44,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+4E22,丢,CJK UNIFIED IDEOGRAPH-4E22,Lo,112,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+4E24,两,CJK UNIFIED IDEOGRAPH-4E24,Lo,353,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+4E25,严,CJK UNIFIED IDEOGRAPH-4E25,Lo,86,BRIEFING_NBE | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+4E27,丧,CJK UNIFIED IDEOGRAPH-4E27,Lo,3,BRIEFING_NBE | SLOT_OLANG | STAGEDAT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+4E2A,个,CJK UNIFIED IDEOGRAPH-4E2A,Lo,2417,BRIEFING_NBE | LOOSE_OLANG | OHD | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+4E2D,中,CJK UNIFIED IDEOGRAPH-4E2D,Lo,3236,BRIEFING_NBE | LOOSE_OLANG | OHD | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+4E30,丰,CJK UNIFIED IDEOGRAPH-4E30,Lo,29,BRIEFING_NBE | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+4E32,串,CJK UNIFIED IDEOGRAPH-4E32,Lo,23,BRIEFING_NBE | SLOT_OLANG | STAGEDAT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+4E34,临,CJK UNIFIED IDEOGRAPH-4E34,Lo,21,BRIEFING_NBE | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+4E38,丸,CJK UNIFIED IDEOGRAPH-4E38,Lo,22,SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+4E3A,为,CJK UNIFIED IDEOGRAPH-4E3A,Lo,1988,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+4E3B,主,CJK UNIFIED IDEOGRAPH-4E3B,Lo,975,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+4E3D,丽,CJK UNIFIED IDEOGRAPH-4E3D,Lo,12,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+4E3E,举,CJK UNIFIED IDEOGRAPH-4E3E,Lo,166,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+4E43,乃,CJK UNIFIED IDEOGRAPH-4E43,Lo,2,STAGEDAT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+4E45,久,CJK UNIFIED IDEOGRAPH-4E45,Lo,383,BRIEFING_NBE | LOOSE_OLANG | OHD | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+4E48,么,CJK UNIFIED IDEOGRAPH-4E48,Lo,3840,BRIEFING_NBE | LOOSE_OLANG | OHD | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+4E49,义,CJK UNIFIED IDEOGRAPH-4E49,Lo,92,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+4E4B,之,CJK UNIFIED IDEOGRAPH-4E4B,Lo,922,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+4E4C,乌,CJK UNIFIED IDEOGRAPH-4E4C,Lo,1,BRIEFING_NBE,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+4E4D,乍,CJK UNIFIED IDEOGRAPH-4E4D,Lo,1,SLOT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+4E4E,乎,CJK UNIFIED IDEOGRAPH-4E4E,Lo,190,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+4E4F,乏,CJK UNIFIED IDEOGRAPH-4E4F,Lo,3,BRIEFING_NBE,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+4E50,乐,CJK UNIFIED IDEOGRAPH-4E50,Lo,84,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+4E56,乖,CJK UNIFIED IDEOGRAPH-4E56,Lo,4,BRIEFING_NBE,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+4E58,乘,CJK UNIFIED IDEOGRAPH-4E58,Lo,15,BRIEFING_NBE | SLOT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+4E5D,九,CJK UNIFIED IDEOGRAPH-4E5D,Lo,8,BRIEFING_NBE | SLOT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+4E5F,也,CJK UNIFIED IDEOGRAPH-4E5F,Lo,3228,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+4E60,习,CJK UNIFIED IDEOGRAPH-4E60,Lo,74,BRIEFING_NBE | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+4E61,乡,CJK UNIFIED IDEOGRAPH-4E61,Lo,25,BRIEFING_NBE | SLOT_OLANG | STAGEDAT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+4E66,书,CJK UNIFIED IDEOGRAPH-4E66,Lo,85,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+4E70,买,CJK UNIFIED IDEOGRAPH-4E70,Lo,23,BRIEFING_NBE | SLOT_OLANG | STAGEDAT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+4E71,乱,CJK UNIFIED IDEOGRAPH-4E71,Lo,44,BRIEFING_NBE | OHD | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+4E73,乳,CJK UNIFIED IDEOGRAPH-4E73,Lo,43,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+4E86,了,CJK UNIFIED IDEOGRAPH-4E86,Lo,8656,BRIEFING_NBE | LOOSE_OLANG | OHD | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+4E88,予,CJK UNIFIED IDEOGRAPH-4E88,Lo,354,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+4E89,争,CJK UNIFIED IDEOGRAPH-4E89,Lo,163,BRIEFING_NBE | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+4E8B,事,CJK UNIFIED IDEOGRAPH-4E8B,Lo,1107,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+4E8C,二,CJK UNIFIED IDEOGRAPH-4E8C,Lo,172,BRIEFING_NBE | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+4E8E,于,CJK UNIFIED IDEOGRAPH-4E8E,Lo,962,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+4E8F,亏,CJK UNIFIED IDEOGRAPH-4E8F,Lo,23,BRIEFING_NBE | SLOT_OLANG | STAGEDAT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+4E91,云,CJK UNIFIED IDEOGRAPH-4E91,Lo,189,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+4E92,互,CJK UNIFIED IDEOGRAPH-4E92,Lo,88,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+4E94,五,CJK UNIFIED IDEOGRAPH-4E94,Lo,167,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+4E95,井,CJK UNIFIED IDEOGRAPH-4E95,Lo,8,SLOT_OLANG | STAGEDAT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+4E9A,亚,CJK UNIFIED IDEOGRAPH-4E9A,Lo,619,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+4E9B,些,CJK UNIFIED IDEOGRAPH-4E9B,Lo,478,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+4EA1,亡,CJK UNIFIED IDEOGRAPH-4EA1,Lo,325,BRIEFING_NBE | LOOSE_OLANG | OHD | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+4EA4,交,CJK UNIFIED IDEOGRAPH-4EA4,Lo,389,BRIEFING_NBE | LOOSE_OLANG | OHD | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+4EA7,产,CJK UNIFIED IDEOGRAPH-4EA7,Lo,272,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+4EAB,享,CJK UNIFIED IDEOGRAPH-4EAB,Lo,60,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+4EAC,京,CJK UNIFIED IDEOGRAPH-4EAC,Lo,3,BRIEFING_NBE,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+4EAE,亮,CJK UNIFIED IDEOGRAPH-4EAE,Lo,65,BRIEFING_NBE | OHD | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+4EB2,亲,CJK UNIFIED IDEOGRAPH-4EB2,Lo,172,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+4EBA,人,CJK UNIFIED IDEOGRAPH-4EBA,Lo,6391,BRIEFING_NBE | LOOSE_OLANG | OHD | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+4EBF,亿,CJK UNIFIED IDEOGRAPH-4EBF,Lo,3,BRIEFING_NBE,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+4EC0,什,CJK UNIFIED IDEOGRAPH-4EC0,Lo,2454,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+4EC1,仁,CJK UNIFIED IDEOGRAPH-4EC1,Lo,6,BRIEFING_NBE | SLOT_OLANG | STAGEDAT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+4EC5,仅,CJK UNIFIED IDEOGRAPH-4EC5,Lo,405,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+4EC7,仇,CJK UNIFIED IDEOGRAPH-4EC7,Lo,8,BRIEFING_NBE | SLOT_OLANG | STAGEDAT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+4ECA,今,CJK UNIFIED IDEOGRAPH-4ECA,Lo,146,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+4ECB,介,CJK UNIFIED IDEOGRAPH-4ECB,Lo,36,BRIEFING_NBE | SLOT_OLANG | STAGEDAT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+4ECD,仍,CJK UNIFIED IDEOGRAPH-4ECD,Lo,41,BRIEFING_NBE | SLOT_OLANG | STAGEDAT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+4ECE,从,CJK UNIFIED IDEOGRAPH-4ECE,Lo,838,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+4ED3,仓,CJK UNIFIED IDEOGRAPH-4ED3,Lo,7,BRIEFING_NBE | SLOT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+4ED4,仔,CJK UNIFIED IDEOGRAPH-4ED4,Lo,118,BRIEFING_NBE | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+4ED6,他,CJK UNIFIED IDEOGRAPH-4ED6,Lo,1685,BRIEFING_NBE | LOOSE_OLANG | OHD | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+4ED7,仗,CJK UNIFIED IDEOGRAPH-4ED7,Lo,19,BRIEFING_NBE | SLOT_OLANG | STAGEDAT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+4ED8,付,CJK UNIFIED IDEOGRAPH-4ED8,Lo,179,BRIEFING_NBE | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+4ED9,仙,CJK UNIFIED IDEOGRAPH-4ED9,Lo,4,BRIEFING_NBE,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+4EE3,代,CJK UNIFIED IDEOGRAPH-4EE3,Lo,431,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+4EE4,令,CJK UNIFIED IDEOGRAPH-4EE4,Lo,559,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+4EE5,以,CJK UNIFIED IDEOGRAPH-4EE5,Lo,3190,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+4EEA,仪,CJK UNIFIED IDEOGRAPH-4EEA,Lo,46,BRIEFING_NBE | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+4EEC,们,CJK UNIFIED IDEOGRAPH-4EEC,Lo,1728,BRIEFING_NBE | LOOSE_OLANG | OHD | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+4EF0,仰,CJK UNIFIED IDEOGRAPH-4EF0,Lo,9,BRIEFING_NBE | SLOT_OLANG | STAGEDAT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+4EF6,件,CJK UNIFIED IDEOGRAPH-4EF6,Lo,2403,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+4EF7,价,CJK UNIFIED IDEOGRAPH-4EF7,Lo,69,BRIEFING_NBE | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+4EFB,任,CJK UNIFIED IDEOGRAPH-4EFB,Lo,3048,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+4EFD,份,CJK UNIFIED IDEOGRAPH-4EFD,Lo,97,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+4EFF,仿,CJK UNIFIED IDEOGRAPH-4EFF,Lo,22,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+4F01,企,CJK UNIFIED IDEOGRAPH-4F01,Lo,16,BRIEFING_NBE | SLOT_OLANG | STAGEDAT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+4F0A,伊,CJK UNIFIED IDEOGRAPH-4F0A,Lo,165,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+4F0D,伍,CJK UNIFIED IDEOGRAPH-4F0D,Lo,37,BRIEFING_NBE | SLOT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+4F0F,伏,CJK UNIFIED IDEOGRAPH-4F0F,Lo,176,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+4F10,伐,CJK UNIFIED IDEOGRAPH-4F10,Lo,3,SLOT_OLANG,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
U+4F11,休,CJK UNIFIED IDEOGRAPH-4F11,Lo,174,BRIEFING_NBE | LOOSE_OLANG | SLOT_OLANG | STAGEDAT_OLANG | YPK_GTT,YES,NO,NO,NO,NO,UNKNOWN / UNION_REQUIRED
